student_id,branch,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,Salary_PHP_Per_Month,Program_IT,Program_CS,Program_IS,Program_CPE,JobRole_Software_Engineer,JobRole_Data_Scientist,JobRole_Web_Developer,JobRole_Analyst,Company_MNC,Company_Mid-size,Company_Startup,Company_Top_Tech,GWA
S14,CS,1.0,0.0,1.0,0.0,0.018,0.4999999999999999,0.1783333333333334,0.3333333333333333,0.4000000000000001,0.0,0.4342560553633219,0.5,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78
S15,IT,0.0,0.0,1.0,0.0,0.892,0.6333333333333332,0.795,0.3333333333333333,0.6000000000000001,0.0,0.4368512110726643,0.25,1.0,Startup,Analyst,0.3603492297933153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.53
S16,CPE,0.0,1.0,0.0,0.0,0.883,0.7499999999999999,0.9533333333333336,0.0,1.0000000000000002,0.6666666666666666,0.4636678200692041,0.25,1.0,Startup,Web Developer,0.3343119802408585,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.93
S17,IT,0.0,0.0,0.0,1.0,0.696,0.5666666666666668,0.0966666666666666,0.3333333333333333,1.0000000000000002,0.0,0.4602076124567474,0.25,1.0,Startup,Web Developer,0.3550954200107955,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.59
S18,CPE,1.0,1.0,0.0,0.0,0.256,0.6166666666666666,0.0816666666666666,0.0,0.6000000000000001,0.3333333333333333,0.4160899653979238,0.5,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46
S19,CS,1.0,0.0,0.0,0.0,0.578,0.0333333333333333,0.4650000000000002,0.3333333333333333,0.8,0.3333333333333333,0.3866782006920416,0.25,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82
S20,IT,0.0,1.0,0.0,1.0,0.272,0.9666666666666668,0.4566666666666669,0.6666666666666666,0.6000000000000001,0.0,0.647923875432526,0.5,1.0,MNC,Data Scientist,0.7132813090382807,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.85
S21,IS,1.0,0.0,1.0,0.0,0.184,0.0833333333333333,0.4283333333333333,0.3333333333333333,0.0,0.0,0.2474048442906574,0.5,1.0,MNC,Software Engineer,0.5878080842998548,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.83
S22,CS,1.0,1.0,0.0,1.0,0.42,0.25,0.3566666666666666,0.6666666666666666,0.0,0.0,0.4403114186851211,0.75,1.0,MNC,Analyst,0.7000695342728659,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.88
S23,IT,1.0,1.0,0.0,0.0,0.65,0.0499999999999999,0.9483333333333334,0.6666666666666666,0.6000000000000001,0.0,0.4991349480968858,0.5,1.0,Mid-size,Software Engineer,0.4790234171598474,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.93
S24,CS,1.0,0.0,0.0,1.0,0.5750000000000001,0.3833333333333332,0.6433333333333332,0.3333333333333333,0.4000000000000001,0.3333333333333333,0.421280276816609,0.5,1.0,Mid-size,Web Developer,0.3971258567571284,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.72
S25,CPE,1.0,0.0,0.0,0.0,0.6559999999999999,0.3833333333333332,0.6816666666666668,0.0,0.4000000000000001,0.0,0.2041522491349481,0.25,1.0,Startup,Data Scientist,0.3527003075607067,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.14
S26,IS,1.0,0.0,0.0,1.0,0.807,0.9833333333333332,0.4133333333333332,0.3333333333333333,1.0000000000000002,0.0,0.610726643598616,0.5,1.0,Mid-size,Data Scientist,0.4444873743520089,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.06
S27,CS,1.0,0.0,0.0,0.0,0.053,0.9666666666666668,0.8466666666666666,0.3333333333333333,0.6000000000000001,0.6666666666666666,0.4965397923875433,0.25,1.0,Startup,Software Engineer,0.3482963826389018,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.86
S28,CS,0.0,1.0,1.0,1.0,0.79,0.0833333333333333,0.495,0.0,0.2,0.0,0.3538062283737024,0.75,1.0,MNC,Data Scientist,0.5418372936761173,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.82
S29,IS,0.0,0.0,1.0,0.0,0.8220000000000001,0.6999999999999998,0.0816666666666666,0.0,0.4000000000000001,0.0,0.3174740484429066,0.25,1.0,Startup,Data Scientist,0.3401066182958649,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.53
S30,IT,1.0,1.0,0.0,0.0,0.705,0.25,0.3299999999999999,0.3333333333333333,0.8,0.0,0.4731833910034603,0.5,1.0,MNC,Web Developer,0.5420690791983176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.63
S31,CS,1.0,1.0,0.0,0.0,0.8690000000000001,0.2166666666666666,0.9633333333333332,0.0,0.8,0.0,0.4178200692041522,0.5,1.0,Mid-size,Data Scientist,0.3993664547510448,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.02
S32,CPE,1.0,1.0,0.0,0.0,0.628,0.5833333333333334,0.9016666666666664,0.0,0.6000000000000001,0.6666666666666666,0.3598615916955018,0.5,1.0,MNC,Software Engineer,0.5667928590077175,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12
S33,IS,1.0,0.0,0.0,0.0,0.26,0.45,0.0316666666666666,0.0,0.8,0.3333333333333333,0.3494809688581315,0.25,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42
S34,CPE,1.0,1.0,1.0,1.0,0.418,0.9333333333333332,0.8666666666666666,0.0,0.0,0.3333333333333333,0.4939446366782006,1.0,1.0,MNC,Analyst,0.6906435989286831,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.36
S35,IT,1.0,0.0,0.0,0.0,0.0139999999999999,0.0833333333333333,0.6916666666666668,0.3333333333333333,0.8,1.0,0.3685121107266436,0.25,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
S36,CPE,1.0,0.0,0.0,0.0,0.954,0.6,0.2283333333333334,0.3333333333333333,0.2,0.0,0.2802768166089965,0.25,1.0,Startup,Analyst,0.3784285005249354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.22
S37,CPE,1.0,1.0,0.0,1.0,0.4029999999999999,0.1333333333333333,0.0283333333333334,0.6666666666666666,0.8,0.0,0.6574394463667821,0.75,1.0,Mid-size,Web Developer,0.575523451623241,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.92
S38,IS,1.0,0.0,1.0,0.0,0.451,0.9166666666666666,0.2983333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3762975778546713,0.5,1.0,MNC,Web Developer,0.5633160761747136,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.46
S39,IT,1.0,0.0,0.0,0.0,0.076,0.1333333333333333,0.1283333333333334,0.0,1.0000000000000002,0.0,0.3001730103806229,0.25,1.0,Startup,Data Scientist,0.3239589028078747,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.08
S40,IS,1.0,1.0,0.0,1.0,0.345,0.35,0.0316666666666666,0.3333333333333333,0.8,0.0,0.5527681660899655,0.75,1.0,MNC,Analyst,0.6335470894013918,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.94
S41,IS,1.0,0.0,1.0,1.0,0.061,0.2833333333333333,0.8066666666666668,0.6666666666666666,0.8,1.0,0.6574394463667821,0.75,1.0,MNC,Web Developer,0.6752684833974383,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.8
S42,CPE,0.0,0.0,0.0,1.0,0.8440000000000001,0.7499999999999999,0.03,0.6666666666666666,1.0000000000000002,0.0,0.5743944636678201,0.25,1.0,Startup,Analyst,0.3421926879956672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.12
S43,IT,0.0,0.0,0.0,1.0,0.594,0.6833333333333332,0.7900000000000001,0.3333333333333333,0.6000000000000001,0.0,0.421280276816609,0.25,1.0,Startup,Web Developer,0.3257359159194489,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.71
S44,CS,1.0,1.0,0.0,0.0,0.987,0.6,0.2366666666666667,0.0,1.0000000000000002,0.0,0.486159169550173,0.5,1.0,MNC,Software Engineer,0.6622112369261376,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.86
S45,IT,0.0,0.0,0.0,1.0,0.897,0.5833333333333334,0.9166666666666666,0.0,1.0000000000000002,0.0,0.3693771626297578,0.25,1.0,Startup,Data Scientist,0.4023024093115619,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.63
S46,CPE,0.0,1.0,0.0,0.0,0.425,0.4999999999999999,0.2416666666666667,0.0,0.2,0.3333333333333333,0.1764705882352941,0.25,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71
S47,IT,0.0,1.0,0.0,0.0,0.549,0.5499999999999999,0.2016666666666666,0.3333333333333333,0.6000000000000001,0.0,0.4083044982698962,0.25,1.0,Startup,Web Developer,0.3632851705158908,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.27
S48,IT,0.0,1.0,1.0,1.0,0.124,0.7333333333333333,0.9383333333333334,0.0,0.4000000000000001,0.6666666666666666,0.4835640138408305,0.75,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35
S49,IS,1.0,1.0,1.0,1.0,0.186,0.2333333333333334,0.6333333333333334,1.0,0.0,0.3333333333333333,0.6366782006920415,1.0,1.0,MNC,Analyst,0.6211851994966919,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.87
S50,CS,1.0,1.0,0.0,1.0,0.384,0.5499999999999999,0.9066666666666668,0.3333333333333333,0.4000000000000001,0.0,0.5077854671280277,0.75,1.0,Mid-size,Software Engineer,0.4277215456875625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.79
S51,IS,1.0,1.0,1.0,1.0,0.7070000000000001,0.7833333333333331,0.1433333333333334,0.0,0.2,0.3333333333333333,0.5484429065743945,1.0,1.0,Mid-size,Analyst,0.4373792803918871,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.02
S52,IT,1.0,1.0,0.0,0.0,0.7220000000000001,0.7166666666666667,0.6416666666666667,0.3333333333333333,0.6000000000000001,0.3333333333333333,0.5138408304498271,0.5,1.0,Mid-size,Software Engineer,0.4354477389861989,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.49
S53,IT,0.0,1.0,1.0,0.0,0.1009999999999999,0.25,0.7266666666666667,0.3333333333333333,0.6000000000000001,0.0,0.4498269896193771,0.5,1.0,Mid-size,Data Scientist,0.3856138517131434,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.3
S54,CS,1.0,1.0,1.0,1.0,0.451,0.1166666666666667,0.985,0.6666666666666666,1.0000000000000002,0.3333333333333333,0.7430795847750866,1.0,1.0,MNC,Analyst,0.665997062509428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.58
S55,IS,0.0,1.0,0.0,0.0,0.415,0.8666666666666666,0.9233333333333336,0.3333333333333333,0.4000000000000001,0.3333333333333333,0.3944636678200692,0.25,1.0,Startup,Software Engineer,0.3325349671292842,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.02
S56,CS,1.0,0.0,1.0,0.0,0.5810000000000001,0.6333333333333332,0.0133333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3321799307958477,0.5,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
S57,CS,1.0,1.0,0.0,0.0,0.75,0.2166666666666666,0.8983333333333335,0.0,0.8,0.0,0.3737024221453288,0.5,1.0,MNC,Data Scientist,0.5494862159087259,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.66
S58,CPE,1.0,1.0,0.0,1.0,0.103,0.3333333333333333,0.075,0.6666666666666666,0.2,0.0,0.5441176470588236,0.75,1.0,MNC,Data Scientist,0.5500270441812126,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.89
S59,CS,0.0,0.0,0.0,1.0,0.02,0.0999999999999999,0.7999999999999999,0.0,0.0,0.0,0.125432525951557,0.25,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37
S60,CPE,1.0,1.0,1.0,1.0,0.141,0.4,0.3233333333333333,0.0,0.2,0.0,0.4307958477508651,1.0,1.0,MNC,Analyst,0.6290659072515007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.05
S61,CPE,1.0,0.0,0.0,0.0,0.59,0.2666666666666666,0.6233333333333334,0.3333333333333333,1.0000000000000002,0.0,0.4662629757785468,0.25,1.0,Startup,Software Engineer,0.4106466881107712,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.43
S62,IT,1.0,1.0,0.0,0.0,0.485,0.5166666666666665,0.7416666666666666,0.3333333333333333,0.0,0.0,0.3131487889273356,0.5,1.0,Mid-size,Data Scientist,0.4436374894912941,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.54
S63,CS,0.0,1.0,0.0,0.0,0.2739999999999999,0.5499999999999999,0.6516666666666665,0.6666666666666666,0.8,0.0,0.4913494809688581,0.25,1.0,Startup,Software Engineer,0.3817507550638252,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.91
S64,IT,1.0,0.0,1.0,0.0,0.383,0.5166666666666665,0.0466666666666666,0.0,0.4000000000000001,0.0,0.3088235294117647,0.5,1.0,MNC,Web Developer,0.6439774379004034,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.6
S65,IT,1.0,1.0,1.0,0.0,0.954,0.1333333333333333,0.4833333333333333,0.0,0.6000000000000001,0.0,0.4437716262975778,0.75,1.0,Mid-size,Data Scientist,0.4317391706309947,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.34
S66,IT,0.0,0.0,0.0,1.0,0.598,0.4666666666666667,0.0766666666666667,0.0,0.6000000000000001,0.0,0.273356401384083,0.25,1.0,Startup,Web Developer,0.3047979616933395,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.1
S67,IS,0.0,1.0,0.0,0.0,0.542,0.8666666666666666,0.7316666666666668,0.6666666666666666,0.8,0.0,0.6020761245674741,0.25,1.0,Startup,Analyst,0.3584176745496853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.33
S68,IT,1.0,0.0,1.0,1.0,0.181,0.5666666666666668,0.915,0.0,0.8,0.3333333333333333,0.4982698961937716,0.75,1.0,MNC,Web Developer,0.6780499096638414,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.05
S69,IS,1.0,1.0,0.0,1.0,0.365,0.5666666666666668,0.4816666666666668,0.6666666666666666,0.4000000000000001,0.0,0.6306228373702423,0.75,1.0,MNC,Data Scientist,0.6395735129785985,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.78
S70,IS,1.0,1.0,0.0,0.0,0.024,0.8666666666666666,0.0216666666666666,0.6666666666666666,0.8,0.0,0.6955017301038063,0.5,1.0,MNC,Web Developer,0.4988797010030418,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.73
S71,IT,1.0,1.0,0.0,0.0,0.092,0.3333333333333333,0.5233333333333335,0.6666666666666666,0.0,0.0,0.389273356401384,0.5,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85
S72,IS,0.0,0.0,0.0,1.0,0.428,0.3833333333333332,0.68,0.0,0.2,0.3333333333333333,0.1730103806228373,0.25,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82
S73,CPE,1.0,1.0,1.0,1.0,0.743,0.0666666666666667,0.4016666666666665,0.6666666666666666,1.0000000000000002,0.0,0.7508650519031143,1.0,1.0,MNC,Software Engineer,0.5946071216717485,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.07
S74,CS,1.0,0.0,1.0,1.0,0.928,1.0,0.1733333333333333,0.3333333333333333,0.2,0.0,0.592560553633218,0.75,1.0,Top Tech,Software Engineer,0.8718998772892851,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.88
S75,IT,1.0,1.0,0.0,0.0,0.273,0.4833333333333333,0.045,0.6666666666666666,0.2,0.3333333333333333,0.4826989619377162,0.5,1.0,MNC,Data Scientist,0.5671791728240317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.86
S76,IT,1.0,1.0,0.0,0.0,0.6829999999999999,0.0833333333333333,0.8516666666666667,0.3333333333333333,1.0000000000000002,0.0,0.5207612456747406,0.5,1.0,Mid-size,Software Engineer,0.4656571141003187,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.96
S77,CPE,1.0,1.0,1.0,1.0,0.708,0.8333333333333334,0.6966666666666667,0.3333333333333333,0.4000000000000001,0.3333333333333333,0.6237024221453287,1.0,1.0,Mid-size,Software Engineer,0.4359113100305994,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.49
S78,IS,0.0,1.0,0.0,1.0,0.8320000000000001,0.4999999999999999,0.0066666666666667,0.0,1.0000000000000002,0.0,0.476643598615917,0.5,1.0,MNC,Software Engineer,0.5147956448067734,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.49
S79,CPE,0.0,0.0,0.0,1.0,0.392,0.1833333333333332,0.7533333333333333,0.6666666666666666,0.6000000000000001,0.0,0.3849480968858132,0.25,1.0,Startup,Data Scientist,0.3367071065288889,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.49
S80,IT,0.0,1.0,0.0,1.0,0.973,0.9666666666666668,0.7500000000000001,0.0,0.8,0.0,0.4636678200692041,0.5,1.0,MNC,Web Developer,0.6898709712960546,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.67
S81,IS,0.0,1.0,1.0,0.0,0.8540000000000001,0.5333333333333333,0.8266666666666665,0.0,0.2,0.3333333333333333,0.2802768166089965,0.5,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99
S82,IT,1.0,0.0,1.0,1.0,0.8570000000000001,0.9666666666666668,0.7599999999999999,0.3333333333333333,0.4000000000000001,0.0,0.6211072664359861,0.75,1.0,MNC,Web Developer,0.5657884596908302,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.53
S83,IT,1.0,1.0,1.0,0.0,0.8690000000000001,0.7833333333333331,0.7716666666666666,0.6666666666666666,0.6000000000000001,0.0,0.7145328719723183,0.75,1.0,Mid-size,Web Developer,0.587267256027368,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.53
S84,CPE,0.0,1.0,0.0,0.0,0.5579999999999999,0.2333333333333334,0.16,0.3333333333333333,0.8,0.0,0.4126297577854672,0.25,1.0,Startup,Software Engineer,0.3174689081862675,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.15
S85,CPE,1.0,1.0,0.0,0.0,0.6950000000000001,0.8666666666666666,0.7799999999999999,0.0,1.0000000000000002,0.3333333333333333,0.4982698961937716,0.5,1.0,MNC,Analyst,0.5042880390796756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.71
S86,IT,0.0,1.0,1.0,0.0,0.534,0.8833333333333334,0.0833333333333333,0.6666666666666666,0.2,0.0,0.4991349480968858,0.5,1.0,Mid-size,Web Developer,0.5227536097896684,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.16
S87,IS,0.0,1.0,1.0,0.0,0.936,0.0499999999999999,0.5416666666666666,0.6666666666666666,0.2,0.0,0.42560553633218,0.5,1.0,MNC,Software Engineer,0.6541760008772148,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.33
S88,CS,1.0,1.0,0.0,0.0,0.439,0.7166666666666667,0.5933333333333332,0.3333333333333333,0.0,0.3333333333333333,0.3512110726643599,0.5,1.0,MNC,Analyst,0.5535038270142165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.61
S89,CPE,1.0,1.0,1.0,0.0,0.996,0.9666666666666668,0.65,0.0,0.4000000000000001,0.0,0.4939446366782006,0.75,1.0,MNC,Data Scientist,0.5975430762322655,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.37
